Name;Alter;Politische Orientierung;Bildungsabschluss;Soziales;Wohnlage;CO2-Fußabdruck
Ullrich;61;Links;Ausbildung;0;Ländlich;11.5
Erich;37;Links;Ausbildung;0;Kleinstadt;7.5
Regina;34;Rechts;ohne;1;Kleinstadt;9.0
Gilbert;40;Rechts;Fachschulabschluss;0;Kleinstadt;6.0
Veronica;32;Mitte;Ausbildung;0;Kleinstadt;8.5
Boris;74;Mitte;ohne;2;Kleinstadt;8.0
Lissi;29;Mitte;Ausbildung;0;Großstadt;8.5
Slawomir;50;Links;Fachschulabschluss;2;Ländlich;10.0
Zlatko;31;Mitte;ohne;0;Vorort;8.5
Matteo;63;Mitte;Ausbildung;0;Großstadt;7.5
Klara;44;Mitte;Ausbildung;0;Großstadt;7.0
Gerlind;55;Mitte;Ausbildung;0;Ländlich;11.5
Ortrun;45;Mitte;ohne;1;Ländlich;9.5
Ahmet;69;Mitte;Ausbildung;0;Großstadt;9.0
Marija;59;Mitte;ohne;2;Kleinstadt;9.5
Tino;51;Mitte;Ausbildung;0;Großstadt;6.5
Traute;47;Mitte;Diplom;2;Großstadt;7.0
Rosmarie;55;Mitte;Ausbildung;2;Kleinstadt;7.0
Tibor;35;Mitte;Ausbildung;0;Großstadt;6.5
Korinna;59;Rechts;Diplom;0;Ländlich;8.5
Eberhard;32;Mitte;ohne;0;Kleinstadt;9.5
Sina;75;Mitte;Ausbildung;2;Großstadt;7.5
Matteo;21;Rechts;Ausbildung;0;Großstadt;7.0
Jobst;42;Mitte;Ausbildung;0;Großstadt;8.0
Hannelore;33;Mitte;Ausbildung;0;Kleinstadt;6.5
Gunnar;37;Rechts;Ausbildung;0;Großstadt;9.5
Angelina;36;Mitte;ohne;0;Kleinstadt;9.5
Volker;25;Links;ohne;0;Ländlich;10.5
Ramona;29;Mitte;Ausbildung;1;Großstadt;7.5
Egbert;43;Links;Diplom;0;Ländlich;8.0
Chantal;36;Mitte;Diplom;2;Kleinstadt;7.5
Josephine;23;Links;Ausbildung;1;Kleinstadt;7.5
Romy;48;Mitte;Ausbildung;0;Großstadt;8.0
Andrey;50;Mitte;Ausbildung;0;Vorort;7.5
Leonhard;26;Mitte;ohne;0;Ländlich;10.5
Erika;78;Mitte;ohne;1;Ländlich;11.5
Marek;76;Links;Diplom;3;Großstadt;6.0
Mercedes;32;Mitte;Ausbildung;0;Ländlich;9.5
Miodrag;59;Links;ohne;2;Kleinstadt;8.0
Hans-Jörg;26;Mitte;Ausbildung;0;Großstadt;7.5
Valentin;73;Links;Diplom;1;Kleinstadt;8.0
Felix;31;Rechts;Ausbildung;0;Kleinstadt;8.5
Henrike;52;Mitte;Fachschulabschluss;1;Großstadt;6.5
Pamela;75;Mitte;Diplom;3;Großstadt;7.5
Karl-Heinz;60;Mitte;Ausbildung;0;Vorort;9.0
Sina;33;Mitte;ohne;0;Großstadt;7.5
Vincent;48;Rechts;Master;0;Kleinstadt;10.5
Lotti;54;Rechts;Ausbildung;0;Vorort;8.5
Freya;69;Mitte;Ausbildung;0;Großstadt;6.5
Friedbert;25;Links;ohne;0;Ländlich;7.5
Almut;40;Mitte;Ausbildung;0;Großstadt;10.0
Tadeusz;39;Rechts;Ausbildung;0;Großstadt;6.0
Heinz-Werner;73;Mitte;ohne;0;Großstadt;8.0
Karl-Werner;42;Mitte;Fachschulabschluss;0;Großstadt;8.5
Dorit;21;Rechts;ohne;0;Großstadt;8.0
Hans-J.;47;Rechts;Ausbildung;0;Großstadt;6.0
Martina;38;Links;Ausbildung;0;Großstadt;8.5
Götz;55;Mitte;Ausbildung;2;Großstadt;8.0
Nikolaos;66;Mitte;Diplom;1;Großstadt;7.5
Franz-Xaver;66;Mitte;ohne;2;Großstadt;8.5
Anna-Maria;23;Mitte;Ausbildung;0;Großstadt;7.5
Hans-Ulrich;52;Mitte;Ausbildung;1;Großstadt;4.5
Albert;54;Links;Ausbildung;0;Kleinstadt;8.5
Otfried;37;Mitte;Master;0;Großstadt;9.5
Antje;25;Links;Ausbildung;3;Großstadt;4.5
Leopoldine;57;Mitte;Diplom;0;Ländlich;9.5
Liselotte;45;Links;Ausbildung;0;Großstadt;8.0
Klemens;69;Mitte;Ausbildung;0;Großstadt;6.5
Hartmuth;79;Mitte;Diplom;0;Großstadt;8.5
Franco;51;Mitte;Ausbildung;0;Großstadt;6.0
Hedda;74;Mitte;ohne;0;Kleinstadt;11.5
Tilman;36;Mitte;Ausbildung;0;Kleinstadt;9.5
Ilhan;32;Mitte;Diplom;0;Vorort;9.5
Christof;27;Mitte;Ausbildung;0;Kleinstadt;7.5
Ayten;75;Mitte;Ausbildung;0;Großstadt;9.5
Bartholomäus;32;Mitte;Diplom;0;Kleinstadt;10.0
Kati;22;Mitte;Master;0;Ländlich;10.0
Bernadette;54;Rechts;Ausbildung;0;Großstadt;5.5
Hiltrud;42;Rechts;Diplom;0;Kleinstadt;8.5
Hugo;25;Links;ohne;0;Großstadt;9.0
Guenter;35;Mitte;Fachschulabschluss;0;Großstadt;6.5
Istvan;51;Mitte;Ausbildung;0;Kleinstadt;8.0
Florence;56;Rechts;Ausbildung;2;Vorort;7.5
Nicole;47;Rechts;Ausbildung;0;Kleinstadt;8.0
Roswitha;71;Mitte;Diplom;0;Großstadt;10.0
Antonius;47;Mitte;ohne;0;Großstadt;8.0
Sophia;25;Mitte;ohne;0;Vorort;6.0
Erwin;70;Mitte;Ausbildung;0;Großstadt;7.0
Karl-Werner;68;Mitte;ohne;1;Großstadt;6.0
Marietta;55;Mitte;Diplom;1;Großstadt;5.5
Hugo;58;Mitte;Ausbildung;0;Großstadt;9.0
Waltraud;23;Mitte;Ausbildung;0;Großstadt;9.0
Sylvia;37;Links;Diplom;2;Großstadt;6.0
Marie-Theres;32;Mitte;Ausbildung;1;Großstadt;6.5
Karlfried;58;Rechts;Ausbildung;1;Großstadt;7.5
Ryszard;22;Links;Ausbildung;0;Großstadt;7.0
Reiner;71;Mitte;Diplom;1;Kleinstadt;6.0
Klara;75;Mitte;Fachschulabschluss;0;Großstadt;8.0
Leo;25;Mitte;Ausbildung;0;Kleinstadt;10.0
Bastian;67;Links;ohne;2;Großstadt;7.5
Brigitta;24;Mitte;Fachschulabschluss;0;Kleinstadt;9.5
Hans-Willi;46;Mitte;Ausbildung;2;Großstadt;9.5
Mattias;32;Mitte;Diplom;0;Großstadt;8.5
Darko;41;Links;Ausbildung;1;Großstadt;7.5
Jolanda;51;Links;Ausbildung;0;Kleinstadt;10.0
Liliana;57;Links;ohne;3;Ländlich;7.5
Herma;21;Rechts;ohne;0;Großstadt;9.5
Hans Jürgen;50;Mitte;Ausbildung;0;Kleinstadt;9.0
Daniele;43;Mitte;Ausbildung;0;Kleinstadt;10.0
Othmar;79;Mitte;Ausbildung;0;Kleinstadt;9.0
Francesca;77;Mitte;ohne;0;Großstadt;7.0
Adeline;22;Links;Ausbildung;0;Großstadt;8.0
Stefano;39;Mitte;Ausbildung;0;Ländlich;9.0
Slavko;23;Links;Ausbildung;1;Großstadt;6.5
Leo;38;Mitte;Ausbildung;0;Ländlich;10.5
Patrik;28;Mitte;Master;0;Großstadt;7.5
Fadime;75;Mitte;Ausbildung;0;Großstadt;5.5
Denise;51;Links;Ausbildung;0;Vorort;8.0
Annett;67;Mitte;Ausbildung;0;Kleinstadt;10.0
Angelique;65;Mitte;ohne;0;Großstadt;6.5
Hermine;42;Mitte;Fachschulabschluss;0;Großstadt;9.0
Karl-Peter;30;Mitte;Ausbildung;0;Kleinstadt;10.0
Reni;40;Links;Ausbildung;0;Großstadt;6.5
Kristiane;52;Mitte;Ausbildung;0;Großstadt;6.5
Ina;55;Mitte;Fachschulabschluss;0;Großstadt;9.0
Detlef;60;Mitte;ohne;0;Großstadt;8.5
Guido;54;Mitte;Fachschulabschluss;0;Großstadt;7.5
Mona;43;Mitte;Ausbildung;0;Ländlich;9.5
Sarah;64;Mitte;Ausbildung;1;Ländlich;8.5
Felizitas;67;Rechts;Ausbildung;0;Großstadt;9.0
Anke;77;Mitte;Ausbildung;2;Kleinstadt;8.5
Harold;48;Links;ohne;2;Vorort;8.5
Christopher;74;Mitte;ohne;0;Kleinstadt;6.0
Wladimir;77;Mitte;Ausbildung;2;Großstadt;7.5
Philip;68;Mitte;Ausbildung;0;Großstadt;9.0
Erica;70;Mitte;Fachschulabschluss;0;Großstadt;9.5
Torben;73;Mitte;Ausbildung;0;Vorort;8.5
Romy;68;Mitte;Ausbildung;0;Großstadt;10.5
Margareta;51;Links;Ausbildung;2;Kleinstadt;9.0
Folkert;50;Mitte;Fachschulabschluss;2;Ländlich;10.0
Luzia;43;Mitte;Fachschulabschluss;0;Großstadt;8.5
Carmen;41;Mitte;Diplom;0;Großstadt;7.0
Liesa;26;Mitte;Ausbildung;0;Großstadt;7.5
Ivo;75;Mitte;Ausbildung;0;Großstadt;9.5
Franjo;54;Mitte;ohne;2;Ländlich;9.5
Barbara;70;Mitte;Promotion;0;Großstadt;8.0
Yvette;60;Links;ohne;1;Großstadt;7.0
Kristian;73;Mitte;Ausbildung;0;Großstadt;5.5
Oxana;78;Mitte;ohne;0;Großstadt;6.0
Regina;40;Mitte;Ausbildung;0;Großstadt;6.5
Dogan;77;Mitte;Ausbildung;0;Kleinstadt;11.0
Ferenc;48;Rechts;Diplom;0;Kleinstadt;10.0
Dietrich;66;Links;Ausbildung;0;Großstadt;5.5
Chantal;51;Mitte;Ausbildung;1;Vorort;8.0
Nadin;25;Rechts;ohne;0;Kleinstadt;9.0
Kirstin;31;Mitte;Ausbildung;0;Großstadt;8.5
Matteo;57;Mitte;Ausbildung;1;Großstadt;8.5
Irmela;63;Mitte;Fachschulabschluss;2;Großstadt;10.0
Agatha;76;Rechts;Ausbildung;2;Großstadt;5.5
Cornelia;62;Mitte;Ausbildung;2;Kleinstadt;8.0
Bertold;31;Mitte;Master;2;Großstadt;6.5
Marianna;77;Mitte;ohne;0;Großstadt;7.5
Ingbert;24;Mitte;Fachschulabschluss;0;Großstadt;10.5
Jörg-Peter;74;Mitte;Ausbildung;2;Großstadt;6.5
Xaver;46;Mitte;Fachschulabschluss;3;Großstadt;6.5
Danny;42;Mitte;Diplom;0;Großstadt;8.0
Diether;77;Rechts;ohne;0;Großstadt;7.5
Mina;26;Mitte;Master;0;Kleinstadt;10.5
Lotte;50;Links;Ausbildung;1;Ländlich;8.0
Uwe;73;Mitte;Ausbildung;2;Kleinstadt;8.0
Tania;66;Mitte;Ausbildung;0;Ländlich;10.0
Eckart;77;Mitte;Ausbildung;0;Großstadt;6.5
Klara;48;Mitte;Ausbildung;0;Großstadt;9.0
Ilhan;28;Mitte;ohne;0;Kleinstadt;9.5
Violetta;70;Mitte;Ausbildung;0;Kleinstadt;9.0
Hans Georg;57;Mitte;Ausbildung;0;Kleinstadt;8.0
Sibylle;69;Links;Ausbildung;0;Vorort;10.0
Semra;51;Links;Ausbildung;1;Ländlich;8.5
Sibel;44;Mitte;Ausbildung;0;Großstadt;7.5
Gernot;56;Mitte;Fachschulabschluss;0;Großstadt;7.0
Gerti;74;Mitte;Ausbildung;0;Großstadt;9.0
Albrecht;23;Mitte;Bachelor;0;Großstadt;6.5
Elsa;35;Mitte;Ausbildung;0;Großstadt;7.0
Irena;36;Mitte;Ausbildung;0;Vorort;8.5
Sönke;59;Links;ohne;0;Kleinstadt;9.0
Katharina;23;Mitte;Ausbildung;0;Großstadt;7.0
Brit;49;Mitte;Ausbildung;1;Großstadt;7.0
Berndt;26;Links;Ausbildung;3;Ländlich;7.5
Volkhard;77;Links;Diplom;2;Ländlich;8.0
Bernt;43;Mitte;Diplom;0;Großstadt;10.0
Karl-Jürgen;68;Mitte;Ausbildung;0;Kleinstadt;8.5
Auguste;59;Mitte;Ausbildung;0;Kleinstadt;7.5
Willfried;58;Mitte;Ausbildung;0;Großstadt;10.0
Swetlana;65;Mitte;Ausbildung;0;Ländlich;11.0
Jaqueline;52;Mitte;Ausbildung;1;Großstadt;6.5
Eva;60;Links;Fachschulabschluss;2;Ländlich;9.5
Mandy;37;Rechts;Fachschulabschluss;3;Ländlich;9.5
Sonia;71;Links;Ausbildung;3;Kleinstadt;8.0
Helma;56;Links;Diplom;1;Großstadt;8.5
Gülsen;51;Mitte;Diplom;0;Ländlich;9.5
Dietlind;55;Mitte;Ausbildung;0;Großstadt;9.0
Hannah;63;Links;Ausbildung;0;Ländlich;9.0
Maxim;45;Mitte;Diplom;0;Ländlich;10.5
Inga;64;Mitte;Ausbildung;0;Großstadt;6.0
Jo;22;Rechts;ohne;0;Vorort;10.0
Cordula;76;Mitte;ohne;0;Großstadt;8.5
Georgia;68;Mitte;Diplom;0;Kleinstadt;7.5
Klaus-D.;41;Rechts;Diplom;0;Ländlich;10.5
Katalin;54;Rechts;Ausbildung;0;Großstadt;8.5
Angelika;66;Links;Fachschulabschluss;0;Großstadt;7.5
Marie-Therese;70;Mitte;ohne;0;Kleinstadt;6.0
Annamaria;35;Mitte;ohne;0;Großstadt;6.0
Leonardo;68;Mitte;Ausbildung;0;Großstadt;8.5
Sedat;38;Mitte;Ausbildung;1;Ländlich;8.5
Ahmed;65;Mitte;Ausbildung;2;Großstadt;7.0
Theresia;44;Mitte;Promotion;1;Kleinstadt;8.5
Lisa;60;Mitte;Ausbildung;0;Großstadt;9.5
Bianka;54;Rechts;Ausbildung;0;Ländlich;10.5
Utz;36;Mitte;ohne;1;Großstadt;6.5
Ulla;52;Mitte;Ausbildung;0;Kleinstadt;9.5
Agathe;44;Mitte;Diplom;1;Ländlich;11.0
Siegbert;76;Mitte;Promotion;0;Kleinstadt;6.5
Sonia;24;Mitte;Ausbildung;2;Großstadt;6.5
Liliana;28;Mitte;Bachelor;0;Großstadt;9.0
Donald;38;Links;Ausbildung;0;Großstadt;9.0
Hans-Heinrich;45;Mitte;Ausbildung;1;Ländlich;10.0
Agatha;37;Mitte;Diplom;0;Großstadt;8.0
Ernestine;36;Mitte;Ausbildung;0;Kleinstadt;10.0
Arnulf;74;Links;Diplom;2;Großstadt;5.5
Gerhard;30;Links;Ausbildung;1;Großstadt;9.5
Paulina;63;Rechts;Diplom;0;Großstadt;7.5
Clemens;65;Mitte;Diplom;2;Großstadt;7.5
Ira;56;Mitte;Diplom;1;Vorort;9.0
Notburga;53;Rechts;Ausbildung;0;Großstadt;9.0
Uwe;33;Mitte;ohne;0;Großstadt;9.5
Marie-Louise;51;Mitte;Ausbildung;0;Großstadt;8.0
Dorit;46;Mitte;ohne;0;Großstadt;7.0
Paula;71;Mitte;Diplom;0;Großstadt;7.5
Berit;53;Mitte;Diplom;1;Großstadt;6.5
Frieder;58;Mitte;Ausbildung;0;Großstadt;8.5
Irmengard;64;Mitte;Promotion;0;Großstadt;8.0
Zlatko;77;Mitte;Fachschulabschluss;3;Ländlich;10.5
Nicolaus;42;Rechts;Diplom;0;Ländlich;11.0
Friedo;42;Rechts;ohne;0;Großstadt;6.0
Claas;63;Mitte;Ausbildung;0;Großstadt;8.0
Amir;73;Mitte;Ausbildung;1;Ländlich;9.0
Brigitte;33;Links;ohne;2;Großstadt;5.5
Cilly;45;Mitte;Ausbildung;0;Großstadt;8.0
Danilo;64;Links;Ausbildung;0;Kleinstadt;8.0
Zdenka;48;Mitte;Ausbildung;0;Kleinstadt;8.5
Guntram;37;Links;Ausbildung;1;Großstadt;7.0
Swantje;22;Mitte;Bachelor;1;Ländlich;9.5
Theresa;44;Links;Ausbildung;2;Großstadt;7.5
Alexandros;56;Mitte;Ausbildung;0;Ländlich;8.0
Hans-Joachim;35;Rechts;Ausbildung;1;Großstadt;7.5
Asta;39;Mitte;Ausbildung;0;Großstadt;9.0
Erika;41;Mitte;ohne;0;Großstadt;7.5
Bodo;53;Rechts;Ausbildung;0;Großstadt;7.0
Hüseyin;48;Mitte;ohne;0;Ländlich;10.0
Claudio;77;Mitte;ohne;0;Kleinstadt;8.0
Thoralf;76;Mitte;Fachschulabschluss;1;Großstadt;7.0
Margarethe;37;Rechts;Ausbildung;0;Kleinstadt;8.5
Ioannis;64;Mitte;Diplom;1;Ländlich;9.0
Dursun;22;Mitte;ohne;1;Großstadt;8.5
Ingelore;48;Mitte;Ausbildung;0;Ländlich;8.5
Urte;65;Mitte;Ausbildung;3;Großstadt;6.0
Wieslaw;41;Links;Fachschulabschluss;0;Vorort;8.0
Klaas;41;Mitte;Fachschulabschluss;0;Großstadt;8.0
Kuno;23;Links;ohne;2;Großstadt;8.0
Raimund;43;Mitte;Ausbildung;3;Großstadt;8.5
Thomas;36;Mitte;ohne;0;Großstadt;8.0
Gundi;46;Mitte;Master;0;Kleinstadt;8.0
Norbert;30;Mitte;Ausbildung;0;Kleinstadt;7.5
Natalie;49;Mitte;Ausbildung;0;Ländlich;11.0
Hilma;51;Rechts;Ausbildung;0;Ländlich;12.0
Samira;65;Mitte;ohne;0;Kleinstadt;10.0
Erik;37;Rechts;Ausbildung;0;Ländlich;12.0
Heinz-Georg;72;Rechts;Ausbildung;2;Kleinstadt;8.5
Helma;24;Mitte;Master;2;Ländlich;9.0
Stella;79;Mitte;ohne;2;Großstadt;7.0
Loni;42;Mitte;Ausbildung;0;Kleinstadt;10.0
Hedy;53;Mitte;ohne;2;Ländlich;8.0
Emil;21;Mitte;ohne;0;Vorort;10.0
Sonia;52;Mitte;Ausbildung;1;Großstadt;8.0
Adriana;62;Mitte;Fachschulabschluss;0;Kleinstadt;8.0
Veit;29;Links;Ausbildung;0;Ländlich;9.0
Nuran;77;Mitte;Ausbildung;0;Ländlich;8.0
Iris;21;Mitte;ohne;0;Großstadt;8.0
Tim;47;Rechts;Diplom;0;Vorort;9.0
Francis;52;Mitte;Ausbildung;0;Kleinstadt;9.5
Friedericke;71;Mitte;Ausbildung;0;Ländlich;9.0
Eckart;34;Mitte;ohne;0;Großstadt;8.0
Alena;53;Mitte;Ausbildung;0;Großstadt;6.5
Viola;34;Mitte;Ausbildung;1;Kleinstadt;9.0
Michaele;54;Mitte;ohne;0;Kleinstadt;8.0
Ricardo;33;Mitte;ohne;0;Kleinstadt;8.0
Anna-Luise;53;Mitte;Ausbildung;0;Ländlich;9.5
Krista;20;Links;Ausbildung;1;Großstadt;6.0
Mercedes;42;Mitte;Ausbildung;2;Ländlich;9.5
Alexa;56;Mitte;Diplom;1;Kleinstadt;7.5
Gabriel;38;Mitte;Master;0;Kleinstadt;7.5
Karl-Peter;66;Mitte;Ausbildung;0;Kleinstadt;9.5
Gerti;57;Mitte;Ausbildung;3;Großstadt;6.5
Olaf;25;Mitte;Diplom;1;Großstadt;7.0
Imre;60;Mitte;Ausbildung;1;Kleinstadt;9.0
Janet;29;Mitte;Diplom;1;Großstadt;7.5
Karl-Ludwig;46;Mitte;ohne;0;Kleinstadt;8.0
Kathi;44;Mitte;Diplom;0;Kleinstadt;8.0
Friedl;47;Mitte;ohne;2;Großstadt;6.5
Melita;51;Mitte;Diplom;0;Ländlich;9.0
Wigbert;37;Mitte;Bachelor;1;Großstadt;9.0
Irena;62;Mitte;Ausbildung;0;Großstadt;8.0
Antonios;48;Links;Diplom;0;Großstadt;8.0
Margitta;32;Rechts;ohne;0;Kleinstadt;7.5
Meik;54;Mitte;Ausbildung;0;Kleinstadt;9.0
Anette;22;Mitte;Ausbildung;2;Kleinstadt;7.5
Andrew;79;Mitte;Diplom;0;Großstadt;7.5
Hans Dieter;70;Rechts;Ausbildung;2;Großstadt;7.0
Horst-Peter;31;Mitte;Ausbildung;0;Großstadt;8.5
Chantal;32;Links;ohne;1;Großstadt;6.5
Elisa;69;Links;Ausbildung;0;Großstadt;8.5
Sepp;45;Mitte;Ausbildung;2;Großstadt;6.0
Constantin;69;Mitte;Diplom;0;Ländlich;9.0
Theres;21;Rechts;Master;1;Kleinstadt;6.5
Klaus Peter;51;Mitte;Ausbildung;0;Kleinstadt;8.5
Maja;68;Mitte;Fachschulabschluss;0;Ländlich;9.5
Nicolai;63;Rechts;Fachschulabschluss;0;Großstadt;7.5
Emin;26;Mitte;Fachschulabschluss;1;Kleinstadt;11.0
Rosl;49;Mitte;Diplom;0;Ländlich;8.5
Rosemarie;73;Rechts;ohne;0;Kleinstadt;10.5
Augusta;71;Mitte;ohne;0;Großstadt;5.5
Thilo;53;Rechts;Ausbildung;0;Großstadt;7.0
Holm;23;Mitte;Ausbildung;0;Großstadt;8.5
Silke;50;Mitte;Ausbildung;0;Großstadt;8.0
Siegward;49;Links;Ausbildung;0;Kleinstadt;7.0
Harro;51;Links;Fachschulabschluss;0;Kleinstadt;7.5
Carsten;34;Mitte;Ausbildung;1;Großstadt;7.0
Christian;57;Links;ohne;2;Ländlich;7.5
Stilla;60;Mitte;Ausbildung;0;Ländlich;10.0
Lisa;35;Mitte;ohne;0;Großstadt;9.0
Albert;25;Mitte;Bachelor;2;Großstadt;7.0
Ewald;24;Rechts;ohne;0;Kleinstadt;8.5
Walfried;43;Mitte;Ausbildung;2;Kleinstadt;4.5
Agathe;20;Mitte;Ausbildung;0;Großstadt;7.5
Anja;61;Mitte;Ausbildung;0;Großstadt;10.0
Ryszard;37;Mitte;Fachschulabschluss;2;Kleinstadt;7.5
Olav;29;Mitte;ohne;2;Großstadt;5.5
Lambert;36;Links;Diplom;0;Kleinstadt;7.5
Alexei;64;Mitte;ohne;0;Kleinstadt;7.0
Vito;46;Rechts;Ausbildung;0;Großstadt;8.0
Nadja;21;Mitte;Ausbildung;0;Ländlich;9.5
Meta;22;Mitte;Bachelor;0;Kleinstadt;10.5
Dogan;28;Mitte;Ausbildung;1;Ländlich;8.0
Jolanthe;26;Mitte;Ausbildung;0;Großstadt;9.0
Alina;25;Mitte;Ausbildung;0;Großstadt;10.0
Mariana;56;Mitte;Ausbildung;0;Ländlich;11.0
Heinz-Wilhelm;39;Links;ohne;1;Großstadt;7.0
Marleen;74;Links;Promotion;3;Großstadt;4.0
Nicolai;59;Mitte;Ausbildung;2;Kleinstadt;8.0
Kordula;32;Links;ohne;0;Großstadt;8.0
Bernd-Dieter;22;Mitte;Bachelor;2;Großstadt;9.0
Maria-Luise;61;Mitte;Ausbildung;2;Großstadt;8.0
Kathi;70;Mitte;Fachschulabschluss;1;Ländlich;10.5
Inga;67;Mitte;Ausbildung;0;Großstadt;9.0
Hans-Josef;71;Links;Ausbildung;0;Großstadt;7.5
Eleonore;45;Mitte;ohne;2;Großstadt;6.0
Hulda;75;Mitte;Ausbildung;2;Großstadt;6.0
Swantje;30;Mitte;Fachschulabschluss;0;Kleinstadt;8.5
Oscar;53;Links;Diplom;2;Großstadt;6.0
Annita;35;Links;Ausbildung;2;Großstadt;8.5
Elsa;25;Mitte;Ausbildung;2;Großstadt;4.5
Isa;72;Mitte;Ausbildung;0;Großstadt;6.5
Anne;56;Mitte;ohne;0;Ländlich;10.5
Mareile;77;Mitte;Promotion;0;Großstadt;8.0
Mariana;74;Links;Ausbildung;2;Großstadt;6.5
Malgorzata;59;Mitte;Diplom;2;Großstadt;8.0
Ismail;24;Mitte;Bachelor;0;Ländlich;9.0
Rena;70;Mitte;Fachschulabschluss;0;Ländlich;9.5
Sahin;56;Mitte;Fachschulabschluss;2;Großstadt;5.0
Kurt;68;Mitte;Ausbildung;2;Ländlich;9.0
Mariele;54;Mitte;Ausbildung;1;Kleinstadt;6.5
Miodrag;49;Mitte;Ausbildung;0;Großstadt;8.0
Carmelo;36;Mitte;ohne;2;Großstadt;4.5
Edeltrud;79;Mitte;Ausbildung;1;Großstadt;7.0
Friedhold;51;Mitte;Ausbildung;2;Großstadt;6.5
Wera;27;Links;ohne;1;Kleinstadt;8.5
Tilly;70;Links;Ausbildung;2;Großstadt;7.5
Carmine;62;Mitte;ohne;1;Großstadt;6.0
Hannelore;77;Mitte;Ausbildung;0;Großstadt;8.5
Ayten;57;Mitte;Ausbildung;0;Großstadt;7.5
Karlfried;47;Mitte;Ausbildung;0;Kleinstadt;9.5
Michaela;70;Mitte;Diplom;0;Kleinstadt;7.5
Hans-Georg;53;Mitte;Fachschulabschluss;0;Ländlich;12.0
Mirco;76;Mitte;ohne;2;Kleinstadt;8.0
Ilhan;36;Links;Bachelor;0;Vorort;8.0
Janin;44;Rechts;Diplom;2;Ländlich;8.5
Wolfram;48;Mitte;Ausbildung;0;Großstadt;8.5
Aziz;20;Mitte;Ausbildung;1;Ländlich;7.5
Hanne-Lore;39;Mitte;Ausbildung;0;Großstadt;9.5
Sevim;43;Mitte;Ausbildung;1;Großstadt;8.0
Evelyne;55;Mitte;Ausbildung;1;Großstadt;5.0
Michelle;52;Mitte;Ausbildung;0;Großstadt;8.0
Alicja;44;Rechts;Fachschulabschluss;0;Großstadt;9.5
Francesca;73;Mitte;Ausbildung;0;Großstadt;7.0
Frieder;74;Mitte;Ausbildung;1;Kleinstadt;8.0
Uli;28;Rechts;Ausbildung;1;Kleinstadt;7.5
Babett;33;Rechts;Master;0;Großstadt;9.5
Valeria;70;Links;Ausbildung;1;Großstadt;6.0
Sven;42;Mitte;Ausbildung;1;Großstadt;9.5
Isabelle;28;Mitte;ohne;0;Großstadt;9.0
Hans;40;Mitte;Ausbildung;1;Großstadt;10.0
Pius;39;Mitte;Bachelor;0;Kleinstadt;8.0
Hildburg;70;Mitte;Ausbildung;0;Kleinstadt;8.0
Oscar;74;Mitte;ohne;2;Großstadt;7.5
Aldo;51;Mitte;ohne;0;Großstadt;6.0
Peter-Michael;48;Links;Diplom;2;Kleinstadt;7.5
Daria;75;Links;Ausbildung;0;Großstadt;8.0
Elsbeth;59;Mitte;Ausbildung;0;Ländlich;9.5
Hannelore;48;Mitte;Diplom;0;Kleinstadt;6.0
Regina;55;Mitte;Ausbildung;1;Großstadt;5.0
Deborah;41;Mitte;Diplom;2;Kleinstadt;8.0
Cosima;76;Mitte;ohne;0;Großstadt;9.0
Augusta;65;Mitte;Fachschulabschluss;2;Ländlich;7.5
Hans-J.;45;Mitte;Diplom;1;Kleinstadt;8.0
Alwin;55;Mitte;Diplom;0;Kleinstadt;7.0
Veronika;59;Links;Diplom;0;Großstadt;8.0
Sybilla;65;Mitte;Diplom;0;Großstadt;7.0
Jose;35;Mitte;Ausbildung;1;Großstadt;8.0
Nadeshda;47;Mitte;Diplom;2;Großstadt;7.5
Freddy;42;Mitte;Ausbildung;1;Großstadt;7.0
Igor;34;Mitte;Master;0;Großstadt;7.0
Samira;34;Mitte;Ausbildung;2;Kleinstadt;7.5
Christa;27;Links;ohne;1;Kleinstadt;10.0
Xaver;44;Mitte;Ausbildung;0;Kleinstadt;10.5
Beate;34;Mitte;ohne;2;Kleinstadt;7.5
Adriane;54;Mitte;Diplom;2;Großstadt;7.0
Yasemin;51;Mitte;Diplom;0;Kleinstadt;9.5
Ada;31;Links;Ausbildung;0;Großstadt;7.0
Rosl;20;Mitte;Ausbildung;0;Kleinstadt;8.5
Amir;46;Mitte;Ausbildung;1;Ländlich;11.0
Violetta;52;Rechts;Ausbildung;0;Großstadt;8.5
Norman;77;Mitte;Ausbildung;0;Großstadt;8.5
Iwona;79;Links;Ausbildung;1;Kleinstadt;8.0
Aleksander;55;Mitte;Promotion;0;Kleinstadt;10.0
Annerose;24;Mitte;ohne;3;Großstadt;8.0
Rolf-Dieter;50;Rechts;Ausbildung;1;Kleinstadt;9.5
Igor;71;Mitte;Diplom;1;Kleinstadt;10.0
Jan;38;Mitte;Ausbildung;2;Ländlich;7.5
Lioba;54;Mitte;Ausbildung;0;Kleinstadt;7.5
Gisbert;61;Mitte;Fachschulabschluss;0;Großstadt;9.0
Karl-Ludwig;43;Mitte;Ausbildung;0;Kleinstadt;12.0
Gundolf;71;Mitte;ohne;0;Ländlich;8.5
Gabriel;71;Mitte;Ausbildung;1;Großstadt;7.5
Juliane;68;Mitte;Fachschulabschluss;0;Kleinstadt;9.0
