Name;Alter;Politische Orientierung;Bildungsabschluss;Soziales;Wohnlage;CO2-Fußabdruck;Bewertung
Frederic;73;Rechts;Ausbildung;0;Großstadt;7.0;870
Juliane;21;Mitte;Ausbildung;0;Großstadt;7.0;989
Gerhild;40;Mitte;Diplom;0;Kleinstadt;9.0;1092
Klothilde;24;Mitte;Bachelor;2;Kleinstadt;8.5;976
Franziska;43;Mitte;Ausbildung;1;Vorort;8.5;1095
Gertraude;42;Mitte;ohne;0;Großstadt;8.0;824
Evi;74;Mitte;ohne;0;Kleinstadt;9.0;860
Paula;42;Links;Promotion;1;Kleinstadt;7.5;1103
Diedrich;68;Mitte;Ausbildung;0;Kleinstadt;7.0;1039
Petar;24;Mitte;Bachelor;0;Großstadt;10.0;971
Adeline;38;Mitte;Ausbildung;0;Großstadt;8.0;971
Henryk;30;Mitte;Ausbildung;0;Großstadt;6.5;1003
Micha;69;Mitte;ohne;0;Großstadt;6.5;868
Gereon;69;Mitte;Fachschulabschluss;0;Großstadt;6.0;1038
Barbara;25;Mitte;Ausbildung;0;Großstadt;7.5;979
Dora;51;Mitte;ohne;0;Großstadt;8.5;814
Diana;59;Mitte;Ausbildung;0;Großstadt;9.5;942
Hans-Josef;56;Mitte;Ausbildung;3;Kleinstadt;7.5;1222
Emmerich;25;Links;Ausbildung;3;Kleinstadt;8.0;1093
Karen;55;Rechts;Ausbildung;0;Großstadt;10.0;808
Marta;34;Mitte;Ausbildung;3;Kleinstadt;8.0;1207
Ann-Kathrin;53;Rechts;Diplom;0;Kleinstadt;10.5;949
Mijo;51;Links;Ausbildung;1;Großstadt;10.0;897
Rudi;24;Links;Fachschulabschluss;0;Kleinstadt;6.5;975
Flora;21;Mitte;ohne;0;Großstadt;6.0;861
Eva-Marie;59;Links;Ausbildung;1;Großstadt;8.5;933
Christel;31;Mitte;Fachschulabschluss;1;Großstadt;7.0;1078
Margaretha;36;Links;Ausbildung;0;Großstadt;7.0;668
Jerzy;44;Mitte;Ausbildung;3;Großstadt;6.0;1203
Otto;20;Mitte;Ausbildung;1;Großstadt;9.0;1026
Ludmila;54;Mitte;ohne;2;Kleinstadt;8.0;996
Eckhardt;24;Mitte;Fachschulabschluss;0;Kleinstadt;10.0;801
Silvester;64;Mitte;Ausbildung;2;Kleinstadt;7.5;1151
Micha;21;Links;ohne;0;Großstadt;6.5;755
Damian;70;Mitte;Ausbildung;0;Großstadt;8.0;971
Cilly;52;Rechts;Diplom;1;Großstadt;9.5;1003
Fridolin;31;Links;Bachelor;3;Großstadt;7.5;895
Amalie;69;Mitte;ohne;2;Großstadt;9.0;913
Gertraude;55;Rechts;Ausbildung;0;Großstadt;7.5;866
Andreas;32;Mitte;Ausbildung;1;Vorort;6.0;1139
Caroline;27;Links;Ausbildung;2;Großstadt;5.5;1053
Joachim;23;Rechts;Ausbildung;0;Großstadt;8.0;660
Alexandre;72;Mitte;Diplom;0;Großstadt;8.5;1065
Mohammad;74;Mitte;Ausbildung;0;Ländlich;8.0;967
Toni;54;Mitte;Ausbildung;0;Großstadt;8.0;966
Peter-Michael;49;Mitte;Fachschulabschluss;0;Großstadt;10.0;951
Tadeusz;32;Mitte;Ausbildung;1;Kleinstadt;8.5;1095
Jana;45;Mitte;ohne;1;Großstadt;6.0;947
Svenja;76;Mitte;Ausbildung;0;Großstadt;7.0;980
Aurelia;56;Mitte;Fachschulabschluss;0;Großstadt;8.0;979
Heidelinde;65;Links;Diplom;2;Kleinstadt;6.0;1152
Willibald;34;Mitte;Master;2;Kleinstadt;9.0;1179
Gilbert;35;Mitte;Diplom;2;Großstadt;7.5;1180
Friedhold;73;Mitte;Ausbildung;0;Vorort;7.5;1031
Stefanie;66;Links;Diplom;2;Großstadt;9.5;1050
Doreen;48;Mitte;Diplom;2;Großstadt;6.5;1222
Hildegard;30;Links;Ausbildung;0;Kleinstadt;8.5;917
Almuth;41;Links;Ausbildung;1;Vorort;10.5;947
Daniel;31;Mitte;Ausbildung;0;Großstadt;8.0;965
Claudio;35;Mitte;Ausbildung;0;Vorort;9.0;996
Hansjörg;38;Mitte;Ausbildung;0;Großstadt;9.5;954
Marie;55;Mitte;Ausbildung;1;Großstadt;9.0;1029
Lidwina;46;Mitte;Fachschulabschluss;1;Ländlich;8.5;1062
Jens;45;Mitte;ohne;1;Kleinstadt;8.0;944
Hajo;35;Mitte;Ausbildung;0;Kleinstadt;9.0;1005
Vincent;20;Mitte;ohne;2;Kleinstadt;8.0;1003
Holm;37;Links;ohne;1;Großstadt;6.0;819
Walentina;25;Links;Bachelor;2;Großstadt;8.0;1019
Gordon;55;Rechts;Fachschulabschluss;0;Großstadt;6.5;922
Evangelos;44;Mitte;Diplom;2;Großstadt;8.0;1166
Tatjana;23;Links;ohne;0;Großstadt;7.0;618
Therese;60;Mitte;Ausbildung;1;Großstadt;5.5;1115
Nicolaus;31;Mitte;Ausbildung;2;Kleinstadt;8.5;1140
Monika;42;Links;Diplom;0;Großstadt;10.5;719
Beatrix;54;Mitte;Ausbildung;0;Großstadt;8.5;969
Friederike;47;Mitte;Ausbildung;0;Kleinstadt;7.5;1033
Edelbert;40;Links;ohne;1;Großstadt;8.5;776
Wilhelmine;53;Mitte;Ausbildung;2;Großstadt;9.0;1065
Kunibert;55;Rechts;Ausbildung;0;Großstadt;8.5;855
Friedo;61;Mitte;Ausbildung;2;Großstadt;8.0;1080
Fridolin;62;Mitte;ohne;0;Großstadt;9.0;783
Apostolos;79;Mitte;ohne;0;Kleinstadt;6.5;907
Ottomar;47;Mitte;Fachschulabschluss;0;Großstadt;6.0;1027
Sophie;61;Mitte;Ausbildung;0;Kleinstadt;9.5;996
Swetlana;51;Mitte;Diplom;0;Kleinstadt;8.5;1110
Lydia;56;Rechts;ohne;0;Vorort;7.5;776
Ernst-Otto;74;Mitte;Ausbildung;2;Großstadt;6.0;1136
Heinz-Dieter;72;Mitte;Ausbildung;0;Großstadt;9.0;940
Peter-Michael;77;Links;ohne;0;Kleinstadt;9.5;630
Alexa;72;Rechts;Ausbildung;0;Kleinstadt;7.5;926
Sigismund;32;Links;Diplom;3;Großstadt;6.5;1175
Heidelore;41;Mitte;Diplom;0;Großstadt;6.5;1100
Hans-Bernd;47;Mitte;Fachschulabschluss;0;Großstadt;9.0;964
Mechthild;62;Links;ohne;1;Kleinstadt;10.5;786
Hubertine;34;Mitte;Diplom;0;Großstadt;8.5;1038
Elias;56;Mitte;Ausbildung;1;Großstadt;8.5;1047
Hilda;44;Mitte;Ausbildung;0;Großstadt;10.0;919
Denny;55;Rechts;Diplom;3;Großstadt;6.0;1176
Josef;39;Mitte;Ausbildung;0;Großstadt;11.0;898
Fredo;24;Mitte;Ausbildung;2;Großstadt;6.0;1127
Nadja;32;Links;Fachschulabschluss;0;Großstadt;7.5;889
Valerij;21;Links;Fachschulabschluss;0;Großstadt;8.0;621
Henning;68;Rechts;Fachschulabschluss;0;Ländlich;9.0;861
Grzegorz;71;Mitte;ohne;1;Ländlich;7.5;900
Arnd;54;Mitte;Ausbildung;1;Großstadt;8.0;1041
Gertraut;64;Rechts;Fachschulabschluss;0;Vorort;9.0;915
Olav;32;Links;ohne;3;Großstadt;6.5;736
Ditmar;72;Rechts;Ausbildung;1;Großstadt;10.5;899
Hans-Jochen;53;Mitte;Ausbildung;0;Großstadt;8.5;976
Hans-Wolfgang;35;Mitte;Ausbildung;1;Kleinstadt;8.0;1097
Monika;23;Links;ohne;0;Kleinstadt;9.5;744
Markus;42;Mitte;Diplom;1;Großstadt;7.0;1144
Semra;63;Mitte;Diplom;0;Kleinstadt;8.5;1103
Alma;26;Rechts;Ausbildung;1;Großstadt;7.5;745
Konstanze;37;Mitte;ohne;0;Großstadt;7.5;823
Sergio;61;Mitte;Fachschulabschluss;1;Großstadt;10.5;1022
Zenon;52;Links;Ausbildung;3;Großstadt;6.0;1084
Massimo;52;Rechts;Ausbildung;0;Großstadt;7.0;864
Rigo;76;Mitte;Ausbildung;1;Großstadt;8.0;1038
Insa;74;Mitte;Diplom;0;Großstadt;7.5;1063
Auguste;65;Rechts;Diplom;0;Großstadt;10.0;903
Margita;52;Rechts;Diplom;0;Großstadt;7.0;959
Cordula;25;Mitte;Ausbildung;0;Kleinstadt;7.0;1029
Grit;72;Mitte;Ausbildung;1;Kleinstadt;8.0;1098
Hans-Herbert;60;Mitte;Ausbildung;0;Großstadt;8.5;972
Konstanze;67;Mitte;Ausbildung;0;Kleinstadt;10.0;987
Anna-Lena;30;Mitte;Fachschulabschluss;0;Großstadt;9.0;975
Hinrich;74;Mitte;ohne;3;Kleinstadt;8.5;1044
Agnieszka;53;Links;ohne;2;Großstadt;7.0;835
Lambert;66;Mitte;Ausbildung;0;Großstadt;6.5;1022
Oskar;57;Links;ohne;3;Großstadt;5.0;770
Paul-Gerhard;40;Mitte;Ausbildung;3;Großstadt;6.5;1191
Abram;28;Mitte;ohne;2;Großstadt;7.0;746
Helena;34;Mitte;ohne;2;Ländlich;10.0;890
Sedat;40;Links;Ausbildung;0;Kleinstadt;9.0;889
Margarete;29;Links;ohne;2;Großstadt;9.5;619
Marius;49;Mitte;Ausbildung;0;Kleinstadt;6.5;1061
Cornelia;76;Mitte;Ausbildung;0;Kleinstadt;8.0;1019
Anna-Marie;23;Links;Ausbildung;0;Großstadt;5.0;608
Lorenz;48;Mitte;Ausbildung;0;Vorort;8.0;1022
Eckehard;71;Links;Ausbildung;1;Großstadt;9.0;716
Kathi;66;Rechts;Ausbildung;0;Kleinstadt;8.5;918
Kornelius;36;Mitte;Bachelor;0;Kleinstadt;10.0;1016
Traudel;29;Rechts;ohne;1;Großstadt;9.5;768
Liliane;67;Mitte;Ausbildung;0;Großstadt;9.5;944
Manja;73;Mitte;Ausbildung;0;Großstadt;8.0;976
Friedrich;43;Mitte;Ausbildung;0;Großstadt;5.5;1046
Hajo;54;Links;Ausbildung;0;Großstadt;7.0;666
Karl-Friedrich;74;Mitte;Fachschulabschluss;0;Großstadt;9.5;977
Burkard;74;Mitte;Fachschulabschluss;1;Großstadt;6.5;1106
Gabi;64;Mitte;Ausbildung;0;Großstadt;7.0;973
Mirjam;67;Mitte;ohne;1;Großstadt;7.5;896
Harm;53;Mitte;Ausbildung;0;Großstadt;6.5;1012
Francoise;53;Mitte;ohne;0;Großstadt;6.0;865
Orhan;74;Mitte;Diplom;0;Vorort;11.0;1034
Ilse;58;Mitte;Ausbildung;0;Großstadt;7.5;979
Viktor;57;Links;Ausbildung;2;Großstadt;9.5;955
Lidwina;73;Mitte;Ausbildung;0;Großstadt;8.0;966
Sieglinde;34;Mitte;Diplom;0;Kleinstadt;10.0;1066
Zlatko;75;Links;Bachelor;3;Großstadt;6.5;1133
Felix;33;Mitte;Bachelor;2;Großstadt;7.0;1134
Frederic;53;Mitte;Fachschulabschluss;0;Kleinstadt;7.0;1057
Donald;76;Mitte;ohne;0;Großstadt;8.0;812
Hans-Erich;47;Rechts;Diplom;0;Großstadt;8.0;940
Anna-Maria;36;Mitte;Diplom;2;Kleinstadt;8.5;1219
Thorsten;59;Mitte;Diplom;1;Großstadt;7.5;1138
Anna;23;Mitte;Ausbildung;0;Großstadt;8.5;968
Hans-Adolf;52;Links;ohne;1;Vorort;8.5;834
Luise;76;Mitte;Diplom;0;Vorort;10.0;1065
Karin;32;Rechts;Ausbildung;2;Großstadt;9.0;957
Janus;26;Links;Ausbildung;1;Großstadt;8.0;938
Ernestine;71;Mitte;Ausbildung;0;Kleinstadt;8.5;1018
Corina;71;Mitte;Ausbildung;0;Großstadt;7.0;970
Dietrich;67;Mitte;Fachschulabschluss;0;Ländlich;8.5;988
Emilia;43;Links;ohne;0;Kleinstadt;9.0;600
Catharina;38;Mitte;Ausbildung;0;Großstadt;9.0;944
Hans-Henning;38;Rechts;Ausbildung;1;Großstadt;9.5;905
Daniel;78;Mitte;Ausbildung;0;Großstadt;8.5;964
Roy;69;Mitte;ohne;1;Kleinstadt;6.0;985
Metin;53;Mitte;Ausbildung;0;Großstadt;9.5;946
Sibylla;77;Mitte;Ausbildung;1;Großstadt;7.0;1060
Hilmar;44;Mitte;Ausbildung;1;Großstadt;6.0;1091
Ron;77;Mitte;Ausbildung;1;Großstadt;5.5;1117
Rudolf;70;Rechts;ohne;0;Großstadt;8.0;707
Gordon;55;Mitte;Fachschulabschluss;2;Großstadt;6.5;1153
Lidwina;70;Links;Fachschulabschluss;2;Kleinstadt;10.0;1006
Nadja;52;Mitte;Ausbildung;0;Großstadt;5.5;1048
Renate;25;Mitte;Ausbildung;0;Großstadt;8.5;967
Anka;48;Mitte;Ausbildung;0;Großstadt;6.5;1011
Kreszenz;62;Mitte;Ausbildung;0;Großstadt;8.5;964
Eberhard;28;Mitte;Ausbildung;0;Kleinstadt;7.0;1033
Ilka;26;Mitte;Ausbildung;0;Großstadt;7.0;984
Zita;61;Mitte;Ausbildung;3;Großstadt;7.5;1163
Marc;34;Mitte;Ausbildung;1;Großstadt;8.5;1042
Holger;22;Rechts;ohne;0;Großstadt;8.0;714
Brigitte;56;Rechts;Ausbildung;1;Großstadt;9.0;918
Henni;62;Links;Ausbildung;0;Großstadt;7.0;874
Siegried;39;Mitte;ohne;1;Kleinstadt;6.0;984
Ernst-Otto;59;Mitte;Bachelor;0;Kleinstadt;7.0;1086
Knud;31;Links;Ausbildung;3;Großstadt;5.5;919
Hans-Bernd;24;Rechts;Diplom;0;Kleinstadt;8.0;1000
Siegfried;53;Rechts;Ausbildung;0;Kleinstadt;8.0;911
Reinhold;40;Links;Fachschulabschluss;2;Großstadt;6.0;849
Mareile;47;Mitte;Diplom;0;Kleinstadt;8.5;1097
Irmengard;32;Mitte;Ausbildung;0;Kleinstadt;8.5;1024
Hans-Helmut;38;Mitte;Ausbildung;0;Großstadt;8.0;976
Arnim;66;Links;Ausbildung;0;Großstadt;8.0;859
Käthi;72;Mitte;Ausbildung;0;Kleinstadt;10.0;978
Ole;79;Mitte;Ausbildung;2;Kleinstadt;8.0;1140
Lilija;46;Links;Bachelor;3;Großstadt;5.0;961
Inga;29;Mitte;Ausbildung;0;Großstadt;5.0;1045
Hannchen;31;Rechts;Ausbildung;0;Großstadt;8.0;861
Insa;22;Mitte;Ausbildung;0;Großstadt;7.5;778
Ana;25;Mitte;Ausbildung;1;Kleinstadt;7.0;905
Gerda;38;Mitte;Fachschulabschluss;0;Großstadt;9.0;967
Zeki;41;Mitte;Ausbildung;0;Großstadt;8.0;970
Aline;25;Mitte;ohne;2;Großstadt;5.5;818
Sergej;30;Mitte;Ausbildung;0;Großstadt;6.5;1011
Evi;43;Mitte;Ausbildung;1;Großstadt;6.0;1085
Lieschen;23;Mitte;Ausbildung;0;Großstadt;7.5;788
Pauline;56;Links;Ausbildung;0;Großstadt;9.0;840
Natalija;54;Mitte;Ausbildung;0;Großstadt;6.5;1017
Marcus;34;Links;ohne;0;Großstadt;9.5;611
Eric;59;Links;Ausbildung;3;Großstadt;5.5;1121
Chantal;28;Mitte;Ausbildung;0;Großstadt;8.0;766
Damaris;78;Mitte;Ausbildung;2;Kleinstadt;10.0;1095
Amelie;61;Mitte;Fachschulabschluss;0;Großstadt;6.0;1029
Liesel;66;Mitte;Diplom;1;Großstadt;8.5;1130
Heiderose;55;Mitte;Fachschulabschluss;0;Großstadt;8.0;991
Ingeborg;26;Mitte;Fachschulabschluss;0;Kleinstadt;9.0;1027
Susanna;28;Links;Bachelor;0;Vorort;8.5;958
Evangelos;70;Mitte;ohne;0;Großstadt;10.5;762
Enrico;35;Mitte;Ausbildung;0;Großstadt;10.5;922
Nina;53;Rechts;ohne;0;Vorort;8.5;774
Cemil;70;Mitte;ohne;2;Großstadt;5.0;1015
Eberhardt;58;Links;Diplom;0;Großstadt;9.0;725
Holm;53;Mitte;Fachschulabschluss;2;Großstadt;6.5;1154
Simona;58;Rechts;Diplom;0;Großstadt;7.5;952
Pius;71;Mitte;Diplom;2;Vorort;7.0;1230
Amelie;45;Mitte;Ausbildung;0;Vorort;10.0;984
Urban;37;Links;Ausbildung;0;Großstadt;7.0;870
Norbert;63;Mitte;Ausbildung;0;Ländlich;9.5;941
Ehrentraud;55;Mitte;Ausbildung;1;Großstadt;7.0;1059
Dieter;21;Mitte;ohne;0;Kleinstadt;9.0;651
Wally;77;Links;Ausbildung;2;Kleinstadt;8.5;1030
Erol;39;Mitte;ohne;0;Großstadt;8.0;834
Anton;62;Mitte;Diplom;0;Kleinstadt;8.5;1104
Liselotte;42;Mitte;Ausbildung;0;Ländlich;8.0;974
Hildburg;43;Rechts;Ausbildung;0;Großstadt;6.5;902
Albin;39;Rechts;Diplom;0;Großstadt;7.5;957
Maria-Luise;35;Mitte;Ausbildung;0;Großstadt;8.0;967
Edeltraut;75;Mitte;Ausbildung;1;Großstadt;9.0;1017
Verena;58;Rechts;Diplom;0;Großstadt;8.0;945
Hartmuth;45;Links;Ausbildung;0;Großstadt;7.0;864
Carlos;57;Mitte;Diplom;0;Großstadt;7.0;1069
Cord;28;Links;Promotion;1;Großstadt;9.0;626
Isabelle;20;Links;ohne;2;Großstadt;8.5;827
René;31;Links;Ausbildung;0;Großstadt;9.5;644
Rosel;28;Mitte;ohne;0;Kleinstadt;6.5;714
Nikolai;39;Mitte;Fachschulabschluss;2;Großstadt;6.5;1153
Raik;32;Mitte;Bachelor;1;Großstadt;8.5;1094
Veronica;26;Mitte;Ausbildung;0;Kleinstadt;9.5;1005
Friedrich-Karl;62;Links;Ausbildung;0;Großstadt;6.5;695
Meinolf;57;Mitte;Ausbildung;0;Kleinstadt;9.0;995
Gönül;40;Mitte;Ausbildung;0;Kleinstadt;10.0;984
Karl-Ernst;46;Mitte;Ausbildung;2;Großstadt;6.0;1130
Silke;73;Mitte;Ausbildung;0;Großstadt;7.0;982
Erhardt;41;Links;Ausbildung;1;Kleinstadt;9.0;967
Karl-Werner;78;Links;Diplom;0;Großstadt;7.5;966
Halina;43;Mitte;Ausbildung;1;Großstadt;7.0;1052
Francis;24;Links;ohne;0;Großstadt;7.0;735
Marijan;67;Mitte;Diplom;3;Vorort;5.0;1364
Carola;76;Mitte;Ausbildung;1;Vorort;9.5;1076
Carina;53;Mitte;Fachschulabschluss;0;Großstadt;6.0;1029
Hugo;38;Mitte;Diplom;0;Großstadt;7.5;1065
Constance;28;Mitte;ohne;0;Kleinstadt;8.5;873
Sofia;31;Mitte;Diplom;0;Großstadt;8.5;1049
Ljudmila;21;Rechts;Ausbildung;1;Kleinstadt;9.5;966
Slavko;70;Mitte;Diplom;0;Großstadt;7.0;1076
Stephanie;20;Mitte;Diplom;2;Kleinstadt;9.5;1200
Johan;26;Links;Ausbildung;0;Kleinstadt;7.0;933
Margot;56;Mitte;Ausbildung;1;Großstadt;6.0;1086
Nils;35;Rechts;Master;0;Großstadt;7.5;934
Agnes;30;Mitte;Ausbildung;0;Großstadt;6.5;804
Ann-Kathrin;48;Mitte;Diplom;2;Großstadt;7.0;1179
Emmy;38;Mitte;Diplom;2;Großstadt;6.5;1222
Paulina;36;Mitte;Fachschulabschluss;2;Großstadt;8.5;1114
Agatha;36;Mitte;Ausbildung;2;Großstadt;6.0;1134
Betti;67;Links;ohne;1;Großstadt;10.0;743
Georgine;38;Links;ohne;1;Großstadt;8.5;606
Edit;29;Mitte;Ausbildung;1;Großstadt;8.0;838
Catrin;39;Mitte;Promotion;1;Kleinstadt;7.5;1217
Alban;69;Rechts;Ausbildung;0;Großstadt;8.5;854
Nermin;29;Rechts;ohne;0;Vorort;7.5;780
Herta;37;Mitte;Fachschulabschluss;0;Großstadt;7.5;997
Emin;34;Rechts;Ausbildung;0;Großstadt;7.5;874
Bernward;73;Mitte;Ausbildung;2;Kleinstadt;7.5;1152
Annaliese;74;Mitte;Fachschulabschluss;3;Großstadt;4.5;1302
Gülsen;68;Mitte;Ausbildung;1;Kleinstadt;8.5;1095
Brit;33;Links;Diplom;1;Großstadt;7.5;836
Carolin;53;Mitte;Ausbildung;3;Kleinstadt;6.5;1245
Kristiane;55;Mitte;Ausbildung;0;Großstadt;8.5;970
Dajana;51;Rechts;Diplom;0;Großstadt;7.0;957
Laura;35;Mitte;Ausbildung;0;Großstadt;8.0;977
Dorothee;20;Mitte;Ausbildung;0;Großstadt;10.5;927
Imre;47;Links;ohne;0;Großstadt;7.0;725
Oswin;30;Links;Diplom;0;Großstadt;7.0;959
Stella;23;Mitte;ohne;0;Kleinstadt;10.0;826
Ada;52;Links;Fachschulabschluss;3;Großstadt;6.5;1116
Konstanze;36;Mitte;Diplom;0;Großstadt;9.0;1036
Pavel;33;Mitte;Bachelor;1;Großstadt;7.5;1101
Mathilde;55;Mitte;Ausbildung;2;Kleinstadt;7.5;1151
Nuray;28;Links;Bachelor;2;Kleinstadt;6.5;719
Christopher;70;Mitte;Fachschulabschluss;0;Großstadt;6.5;1034
Michel;52;Mitte;Ausbildung;0;Großstadt;7.5;975
Gerdi;56;Links;Ausbildung;1;Großstadt;9.0;720
Hubertine;63;Links;Ausbildung;0;Großstadt;9.5;642
Dolores;40;Mitte;Ausbildung;0;Vorort;8.0;1026
Aleksandr;60;Mitte;Ausbildung;2;Ländlich;7.0;1098
Andrey;50;Mitte;ohne;0;Kleinstadt;8.5;870
Arnold;27;Mitte;Ausbildung;0;Großstadt;8.5;770
Hildegund;51;Links;Bachelor;0;Kleinstadt;9.5;938
Hans-Jochen;74;Mitte;Fachschulabschluss;0;Vorort;8.5;1044
Arno;79;Rechts;ohne;0;Vorort;8.5;759
Katarina;77;Mitte;Ausbildung;3;Großstadt;7.0;1159
Ingolf;56;Rechts;Ausbildung;0;Großstadt;7.0;873
Henri;38;Links;ohne;2;Großstadt;7.5;851
Felicitas;42;Mitte;Promotion;0;Großstadt;9.5;1065
Petros;54;Mitte;ohne;1;Kleinstadt;6.5;983
Susana;58;Mitte;Ausbildung;0;Großstadt;6.5;1014
Silvia;32;Mitte;ohne;1;Kleinstadt;8.0;948
Muzaffer;63;Mitte;Ausbildung;1;Kleinstadt;9.0;1077
Matthias;58;Rechts;Fachschulabschluss;0;Großstadt;8.0;883
Michail;75;Mitte;Diplom;2;Großstadt;6.0;1207
Birthe;34;Rechts;Ausbildung;1;Kleinstadt;7.5;1002
Dorothee;67;Rechts;Ausbildung;0;Großstadt;7.0;871
Branko;32;Links;ohne;0;Kleinstadt;8.5;760
Reinald;71;Mitte;ohne;1;Kleinstadt;9.0;925
Hans Josef;28;Mitte;Bachelor;0;Kleinstadt;9.5;1032
Stavros;23;Mitte;Master;0;Großstadt;8.0;828
Hans-Herbert;70;Mitte;Ausbildung;0;Großstadt;10.5;925
Natascha;59;Mitte;Ausbildung;0;Kleinstadt;8.5;1020
Selma;59;Mitte;Ausbildung;0;Großstadt;8.5;961
Belinda;36;Mitte;Ausbildung;0;Großstadt;9.0;950
Corinne;24;Mitte;Ausbildung;0;Ländlich;7.5;975
Woldemar;53;Mitte;Ausbildung;0;Kleinstadt;6.5;1064
Jörg-Peter;69;Mitte;Ausbildung;0;Großstadt;7.0;989
Carlos;25;Rechts;Ausbildung;0;Kleinstadt;9.0;892
Ullrich;58;Mitte;Ausbildung;2;Großstadt;7.0;1098
Dana;38;Mitte;Diplom;0;Ländlich;9.5;1024
Eckhardt;24;Mitte;Fachschulabschluss;2;Kleinstadt;8.0;964
Suzanne;54;Rechts;Diplom;1;Kleinstadt;9.5;1053
Rebekka;37;Mitte;Bachelor;3;Großstadt;7.0;1204
Olaf;21;Links;Ausbildung;1;Kleinstadt;8.0;992
Jelena;46;Mitte;Diplom;0;Kleinstadt;9.5;1081
Fredy;45;Mitte;Ausbildung;0;Großstadt;7.5;985
Almuth;61;Mitte;Ausbildung;1;Kleinstadt;6.5;1137
Richard;37;Mitte;Ausbildung;0;Kleinstadt;10.5;982
Jerzy;28;Mitte;Ausbildung;0;Großstadt;9.5;949
Tabea;41;Links;Diplom;2;Großstadt;7.0;1069
Ludwina;30;Links;Ausbildung;2;Großstadt;6.5;1020
Bernadette;45;Mitte;Fachschulabschluss;0;Ländlich;9.0;966
Cathrin;68;Links;ohne;2;Großstadt;6.5;681
Matthias;25;Mitte;Ausbildung;0;Großstadt;7.5;991
Traute;71;Mitte;Ausbildung;0;Vorort;10.0;971
Dieter;53;Mitte;Ausbildung;1;Kleinstadt;8.0;1096
Balthasar;53;Links;Diplom;0;Kleinstadt;9.5;993
Ernst-August;20;Links;Diplom;2;Großstadt;8.0;1069
Robin;26;Links;Ausbildung;0;Großstadt;9.0;609
Katherina;22;Mitte;Ausbildung;1;Großstadt;10.0;803
Yvette;47;Links;Ausbildung;1;Ländlich;8.0;734
Vesna;28;Rechts;ohne;0;Großstadt;10.0;653
Leni;48;Mitte;Ausbildung;1;Kleinstadt;8.5;1099
Gunar;61;Mitte;Ausbildung;0;Großstadt;7.5;983
Viviane;33;Mitte;Ausbildung;0;Kleinstadt;8.5;1020
Jonas;62;Rechts;ohne;0;Kleinstadt;7.5;769
Lisette;61;Links;Diplom;0;Großstadt;10.0;912
Pero;74;Mitte;ohne;2;Großstadt;8.0;942
Anna-Luise;42;Links;Ausbildung;2;Vorort;9.0;1011
Klaus-Günter;74;Mitte;Ausbildung;1;Großstadt;9.0;1028
Kevin;59;Links;Ausbildung;1;Großstadt;8.5;939
Irmgard;32;Mitte;ohne;0;Großstadt;7.0;830
Gertrude;31;Mitte;Master;0;Großstadt;8.5;1049
Janusz;52;Links;Ausbildung;2;Vorort;9.5;814
Suzanne;52;Mitte;Master;1;Großstadt;6.5;1155
Ivana;49;Rechts;Diplom;0;Ländlich;10.0;908
Imelda;73;Mitte;Fachschulabschluss;1;Kleinstadt;7.0;1132
Luigi;26;Mitte;Ausbildung;1;Großstadt;6.5;1094
Janet;52;Rechts;ohne;1;Großstadt;8.5;775
Oswin;62;Links;Ausbildung;0;Ländlich;9.5;643
Leo;61;Links;Ausbildung;3;Kleinstadt;5.5;1163
Hilde;78;Mitte;Ausbildung;1;Großstadt;9.0;1019
Sepp;49;Mitte;Ausbildung;0;Ländlich;10.0;924
Diethelm;75;Links;Diplom;3;Großstadt;7.5;1149
Ute;51;Mitte;ohne;0;Kleinstadt;8.0;885
Oda;34;Mitte;Ausbildung;2;Großstadt;5.5;1163
Pero;68;Links;Ausbildung;0;Großstadt;9.0;833
Severin;73;Mitte;Fachschulabschluss;0;Großstadt;9.0;964
Klaus-D.;42;Rechts;Diplom;1;Vorort;10.0;1028
Adele;65;Mitte;Ausbildung;0;Großstadt;8.5;962
Valerij;46;Rechts;Ausbildung;2;Großstadt;5.5;1059
Beatrix;45;Rechts;Fachschulabschluss;0;Kleinstadt;7.5;949
Monika;49;Mitte;Ausbildung;1;Großstadt;8.0;1043
Arnulf;64;Mitte;Ausbildung;0;Vorort;8.0;1021
Valentin;74;Mitte;Ausbildung;1;Großstadt;5.5;1119
Hilda;69;Mitte;ohne;0;Großstadt;7.5;830
Annelie;56;Mitte;Ausbildung;0;Großstadt;7.0;986
Gabriel;45;Rechts;Promotion;0;Großstadt;5.5;1040
Hatice;40;Links;Diplom;1;Großstadt;5.5;905
Philomena;27;Links;ohne;0;Großstadt;10.0;671
Apollonia;75;Mitte;Ausbildung;1;Großstadt;9.0;1021
Hans Dieter;47;Mitte;Ausbildung;2;Großstadt;7.5;1098
Elvira;56;Mitte;Ausbildung;0;Großstadt;7.0;986
Anka;32;Mitte;Ausbildung;1;Großstadt;6.0;1082
Filippo;20;Mitte;Ausbildung;1;Vorort;7.5;910
Dorothea;47;Mitte;Fachschulabschluss;0;Kleinstadt;7.0;1063
Gerald;26;Links;ohne;1;Großstadt;8.0;608
Donata;70;Mitte;Ausbildung;0;Großstadt;7.5;978
Hans-Gerhard;47;Mitte;Fachschulabschluss;1;Großstadt;9.0;1045
